,Product_Name,Brand,Capacity,Original_Price,Discount_Price,Discount_Percentage,specification,Rating,totalNumberofRatingGivens
179,STARRY WaterBottle81 1000 ml Bottle,STARRY,1000 ml,₹499,₹239,52% off,"Pack of 1, Silver, Steel",NaN,NaN
180,Rema Water Bottle Stainless Steel Sports Bottle Pure St...,Rema,NaN,₹529,₹299,43% off,"Set of 1, Silver",3.9,"(1,465)"
181,Gift Collection Smiley Design Bottle With String To Car...,Gift,NaN,₹249,₹159,36% off,"Set of 1, Yellow",3.7,(212)
182,QUINERGYS ® 500ml Protein Powder Shaker Sports bottle S...,QUINERGYS,500ml,₹751,₹199,73% off,"Pack of 1, Green, Tritan, Plastic",4.3,(257)
183,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
184,Fitastic Microwave Safe Shaker with Blender Ball Shaker...,Fitastic,NaN,₹499,₹249,50% off,"Pack of 1, Yellow, PET",4.4,"(1,023)"
185,SPEEDEX Single Walled StainlessSteel Fridge Water Bottl...,SPEEDEX,NaN,₹499,₹331,33% off,"Pack of 1, Silver, Steel",4.2,(71)
186,Coca-Cola PET Bottle,Coca-Cola,NaN,₹40,₹38,5% off,750 ml,4.5,(919)
187,"Cello Goldie Stainless Steel Water Bottle Set, 1 Litre,...",Cello,NaN,₹387,₹369,4% off,"Pack of 1, Silver, Steel",NaN,NaN
188,Milton ATLANTIS 750 ml Bottle,Milton,750 ml,₹822,₹749,8% off,"Pack of 1, Blue, Steel",4.4,"(3,651)"
189,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
190,Prestige Tattva Copper Bottle TCB01 950 ml Bottle,Prestige,950 ml,₹995,₹818,17% off,"Pack of 1, Brown, Copper",4.1,"(1,804)"
191,Klick N Shop 100% pure copper water bottle 1000 ml Bott...,Klick,1000 ml,₹979,₹425,56% off,"Pack of 1, Gold, Copper",4.3,(27)
192,"Milton Duke Thermosteel Hot & Cold Water Bottle, 600 ml...",Milton,600 ml,₹995,₹717,27% off,"Pack of 1, Silver, Steel",4.3,"(2,037)"
193,AKG Stainless Steel Water Bottle/ Fridge Water Bottle 1...,AKG,NaN,"₹2,999","₹1,098",63% off,"Pack of 6, Silver, Steel",4,(281)
194,Quick Shel Double Wall Vacuum Insulated Stainless Steel...,Quick,NaN,"₹1,299",₹429,66% off,"Pack of 1, Black, Steel",4.1,"(7,334)"
195,Nano Nine Sprint 750 ml Water Bottle,Nano,750 ml,NaN,₹225,NaN,"Set of 1, Blue",NaN,NaN
196,ThemeHouseParty A5 Notebook water bottle 380 ml Water B...,ThemeHouseParty,380 ml,NaN,₹199,NaN,"Set of 1, Red",NaN,NaN
197,Cello VENICE 1000 ml Water Bottles,Cello,1000 ml,₹520,₹430,17% off,"Set of 5, Multicolor",4.5,(800)
198,Tuelip Sports Stainless Steel Sipper Water Bottle For S...,Tuelip,NaN,₹699,₹279,60% off,"Set of 1, Black",3.9,(82)
199,Greenchef Kiyo Thermosteel SS 500 ml Bottle,Greenchef,500 ml,₹699,₹449,35% off,"Pack of 1, Silver, Steel",4.3,(645)
200,CRAZYINK Hygienic Air Tight Italian Glass Water/Milk/Ju...,CRAZYINK,NaN,₹699,₹396,43% off,"Pack of 6, Clear, Glass",4.2,"(1,674)"
201,Milton Duke 1000 24 Hours & Cold Thermosteel Water Bott...,Milton,NaN,"₹1,160",₹999,13% off,"Pack of 1, Silver, Steel",4.4,(8)
202,Greenchef Classic Alta 600 ml Water Bottle,Greenchef,600 ml,₹299,₹239,20% off,"Set of 1, Silver",4.2,"(1,203)"
203,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
204,Cello purokids 600 ml Water Bottles,Cello,600 ml,₹349,₹260,25% off,"Set of 2, Red, Pink",4.1,(718)
205,MG Brand BTS Bangtan Boys Theme Fan Art Sipper Water Bo...,MG,NaN,₹599,₹349,41% off,Multicolor,NaN,NaN
206,NICK HEROS @ RESQUE MOTU PATLU 400 ml Water Bottle,NICK,400 ml,₹199,₹169,15% off,"Set of 1, Multicolor",3.6,(19)
207,Iris Shaker Bottle 600 ml Shaker,Iris,600 ml,"₹1,200",₹312,74% off,"Pack of 1, Black, Plastic",4.2,(67)
208,Style Homez Stainless Steel Water Bottle 1000 ml Sipper...,Style,1000 ml,"₹1,199",₹427,64% off,"Pack of 1, Blue, Steel",4,(85)
209,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
210,Snipper Spider Shaker ONLY ONE BOTTLE 500 ml Shaker,Snipper,500 ml,₹399,₹199,50% off,"Pack of 1, Multicolor, Plastic",3.6,(139)
211,Coca-Cola PET Bottle,Coca-Cola,NaN,₹40,₹38,5% off,750 ml,4.4,(920)
212,Milton Puro 1000 Stainless Steel Fridge Water Bottle Se...,Milton,NaN,₹934,₹696,25% off,"Pack of 2, Silver, Steel",3.6,(83)
213,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
214,"Tupperware Round 750ml Fliptop Bottle Cool n Chic, Brig...",Tupperware,750ml,₹650,₹615,5% off,"Pack of 2, White, Plastic",4.6,(136)
215,Cello Polka 1000 ml Bottle,Cello,1000 ml,₹275,₹230,16% off,"Pack of 6, Blue, Plastic",4.1,"(5,462)"
216,"Milton Atlantis-900 Thermosteel Water Bottle,900 ml,Pin...",Milton,900 ml,₹890,₹810,8% off,"Pack of 1, Pink, Steel",4.2,(713)
217,Prestige Tattva Copper Bottle TCB01 950 ml Bottle,Prestige,950 ml,₹995,₹818,17% off,"Pack of 1, Brown, Copper",4.1,"(1,804)"
218,Ozone Glacier 750 ml Bottle,Ozone,750 ml,₹400,₹275,31% off,"Pack of 1, Silver, Steel",4,"(1,933)"
219,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
220,Cello Puro sports 900 ml Water Bottles,Cello,900 ml,₹459,₹285,37% off,"Set of 2, Green, Orange",4.2,(219)
221,Tuelip Sports Stainless Steel Water Bottle For School G...,Tuelip,NaN,₹699,₹269,61% off,"Set of 1, Silver",3.8,(126)
222,Cello purokids 600 ml Water Bottle,Cello,600 ml,₹349,₹179,48% off,"Set of 1, Green",3.9,(595)
223,AKG Stainless Steel Water Bottle/ Fridge Water Bottle 1...,AKG,NaN,"₹2,999","₹1,098",63% off,"Pack of 6, Silver, Steel",4,(281)
224,Pigeon PLAYBOY SPORTS 700 ml Water Bottle,Pigeon,700 ml,₹495,₹260,47% off,"Set of 1, SILVER BLUE",4,(738)
225,Archies Double Walled Plastic Sipper in Black color wit...,Archies,NaN,₹949,₹399,57% off,"Pack of 1, Black, Plastic",4.3,(8)
226,G&G Spider Smart Protein Shaker Bottle for gym with 2 S...,G&G,NaN,₹299,₹194,35% off,"Pack of 1, Green, Black, Plastic",4.2,(155)
227,Adrenex by Flipkart BPA Free Gym Bottle with Single Sup...,Adrenex,NaN,₹529,₹259,51% off,"Pack of 1, Blue, Grey, Plastic",4.3,"(20,824)"
228,Dabur Vatika Health Shampoo Men & Women,Dabur,NaN,₹760,₹532,30% off,1280 ml,4.4,"(2,612)"
229,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,015)"
230,"Tupperware Round 750ml Fliptop Bottle Cool n Chic, Brig...",Tupperware,750ml,₹650,₹615,5% off,"Pack of 2, White, Plastic",4.6,(136)
231,SPEEDEX Single Walled Stainless Steel Fridge Water Bott...,SPEEDEX,NaN,₹449,₹332,26% off,"Pack of 1, Silver, Steel",4.1,(434)
232,Cello puro sport 900 ml Bottle,Cello,900 ml,₹716,₹500,30% off,"Pack of 4, Red, Green, Blue, Orange, Plastic",4.2,"(13,060)"
233,SPEEDEX Single Walled Stainless Steel Fridge Water Bott...,SPEEDEX,NaN,₹449,₹399,11% off,"Pack of 1, Blue, Steel",4.1,(434)
234,TAGOTT Pure Handmade Copper Apsara Antique Water Bottle...,TAGOTT,NaN,"₹1,199",₹854,28% off,"Pack of 1, Brown, Copper",4.1,(382)
235,TUHI Stainless Steel Tea Water Coffee Flask Vacuum Bott...,TUHI,NaN,₹999,₹399,60% off,"Pack of 1, Black, Steel",4.2,(62)
236,Cello H2O 1000 ml Bottle,Cello,1000 ml,₹172,₹155,9% off,"Pack of 1, Black, Plastic",4.3,"(2,796)"
237,MG Brand BTS Bangtan Boys Theme Fan Art Sipper Water Bo...,MG,NaN,₹599,₹349,41% off,Multicolor,NaN,NaN
238,HOOM HOOM 400 ml Water Bottle,HOOM,400 ml,NaN,₹349,NaN,"Set of 1, Light Blue",4.3,(23)
239,Tupperware Fliptop Bottle 750 ml Bottle,Tupperware,750 ml,"₹1,100",₹989,10% off,"Pack of 4, Yellow, Green, Blue, Red, Plastic",4.8,(9)
240,"Milton Aqua-1000 Stainless Steel Water Bottle, 930 ml,S...",Milton,930 ml,₹441,₹369,16% off,"Pack of 1, Silver, Steel",3.9,(892)
241,Urban Chef Copper 900 ml Bottle,Urban,900 ml,"₹2,595",₹899,65% off,"Pack of 4, Copper, Copper",3.9,(146)
242,Cello Ozone Plastic Water Bottle Set of 6 1000 ml Bottl...,Cello,1000 ml,NaN,NaN,NaN,"Pack of 6, Multicolor, Plastic",4.4,"(3,515)"
243,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
244,Milton kool zing 900 ml Bottle,Milton,900 ml,₹260,₹221,15% off,"Pack of 1, Red, Plastic",4.1,(811)
245,Cello puro junior 600 ml Water Bottles,Cello,600 ml,₹349,₹299,14% off,"Set of 2, Multicolor",4.2,(740)
246,Barbie Classic 550 ml Water Bottle,Barbie,550 ml,₹499,₹374,25% off,"Set of 1, Blue",3,(23)
247,"YOUP Paw Patrol, Insulated Stainless Steel 550 ml Water...",YOUP,550 ml,₹999,₹849,15% off,"Set of 1, Pink",4.7,(6)
248,Tuelip Stainless Steel Double Walled Vacuum Flask For k...,Tuelip,NaN,₹499,₹215,56% off,"Set of 1, Blue",3.5,(63)
249,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
250,Fitastic  INTENSE Protein Shaker Bottle with Steel Ball...,Fitastic,NaN,₹899,₹299,66% off,"Pack of 1, White, Blue, Tritan",4.2,(57)
251,ANNA CREATIONS GYM BOTTLE SHAKER 700 ML-BPA FREE 700 ml...,ANNA,700 ML,₹599,₹175,70% off,"Pack of 1, Black, Plastic",3.8,(12)
252,Thrive Life in a Sport Protein Shaker 500 ml Shaker,Thrive,500 ml,₹299,₹189,36% off,"Pack of 1, Orange, Plastic",4.1,(310)
253,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
254,Dabur Gulabari Women,Dabur,NaN,₹75,₹65,13% off,250 ml,4.1,(262)
255,Cello Crystal blue fridge bottle set 1000 ml Bottle,Cello,1000 ml,₹336,₹174,48% off,"Pack of 6, Blue, Plastic",3.7,(375)
256,Cello h2o 1000 ml Bottle,Cello,1000 ml,₹170,₹155,8% off,"Pack of 1, Blue, Plastic",4.3,"(9,515)"
257,Nogaiya tkl2 1000 ml Bottle,Nogaiya,1000 ml,"₹1,399",₹848,39% off,"Pack of 6, Clear, Glass",4.4,(70)
258,Oxyjal Pure 1000 ml bottle 2 250 ml Copper Glass For Dr...,Oxyjal,1000 ml,₹999,₹617,38% off,"Pack of 3, Brown, Copper",3.9,(76)
259,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
260,Classic Essentials Stainless Steel Puro Water Bottle 10...,Classic,NaN,₹350,₹278,20% off,"Pack of 1, Silver, Steel",3.9,(492)
261,Cello CRYSTAL 1000 ml Bottle,Cello,1000 ml,₹540,₹335,37% off,"Pack of 12, Blue, Black, PET",3.8,(148)
262,Parteet Water Bottle 300 ml Water Bottle,Parteet,300 ml,₹375,₹175,53% off,"Set of 1, Yellow",3.6,(21)
263,AKG Stainless Steel Water Bottle/ Fridge Water Bottle 1...,AKG,NaN,"₹2,999","₹1,098",63% off,"Pack of 6, Silver, Steel",4,(281)
264,Disney MINNIE 600 ml Water Bottle,Disney,600 ml,NaN,₹349,NaN,"Set of 1, Red",4.3,(53)
265,Cello purokids 600 ml Water Bottles,Cello,600 ml,₹349,₹260,25% off,"Set of 2, Red, Pink",4.1,(718)
266,Nano Nine Sprint 600 ml Water Bottle,Nano,600 ml,NaN,₹189,NaN,"Set of 1, Blue",4,(8)
267,YAZATI Spider Gym Protein Shaker Bottles With Sipper Li...,YAZATI,NaN,₹250,₹191,23% off,"Pack of 1, Multicolor, Plastic",4.1,(89)
268,QUINERGYS ™ Protein Shaker Gym Water Bottle with 3 Laye...,QUINERGYS,NaN,₹290,₹194,33% off,"Pack of 1, Black, Tritan, Plastic",4.1,(174)
269,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,015)"
270,Smartshake Revive 750 Ml - Pixel Blue 750 ml Shaker,Smartshake,750 Ml,₹999,₹799,20% off,"Pack of 1, Blue, Plastic",4.6,(8)
271,Milton Duo 1000 ml Flask,Milton,1000 ml,"₹1,200",₹922,23% off,"Pack of 1, Steel/Chrome, Steel",4.4,"(37,608)"
272,"Milton Duke Thermosteel Hot & Cold Water Bottle, 400 ml...",Milton,400 ml,NaN,NaN,NaN,"Pack of 1, Silver, Steel",4.3,"(2,037)"
273,SPEEDEX Single Walled Stainless Steel Fridge Water Bott...,SPEEDEX,NaN,₹449,₹399,11% off,"Pack of 1, Blue, Steel",4.1,(434)
274,Milton DUO DLX 1800 1800 ml Bottle,Milton,1800 ml,"₹1,820","₹1,528",16% off,"Pack of 1, Grey, Steel",4.4,(180)
275,Milton AQUA 1000 950 ml Bottle,Milton,950 ml,₹441,₹355,19% off,"Pack of 1, Silver, Steel",3.9,"(13,040)"
276,Acetech Stainless Steel Water Bottle 1000 ml Bottle,Acetech,1000 ml,"₹1,224",₹589,51% off,"Pack of 3, Silver, Steel",3.9,"(1,636)"
277,"Cello Crystal PET Bottle Set, 1 Litre, Set of 6, Black ...",Cello,NaN,₹270,₹212,21% off,"Pack of 6, Multicolor, Plastic",3.7,(334)
278,Milton ALIVE 750 750 ml Bottle,Milton,750 ml,₹353,₹282,20% off,"Pack of 1, Multicolor, Steel",4.1,"(1,480)"
279,Tupperware Fliptop Bottle 750 ml Bottle,Tupperware,750 ml,"₹1,100",₹989,10% off,"Pack of 4, Yellow, Green, Blue, Red, Plastic",4.8,(9)
280,Acetech Stainless Steel Water Bottle 1000 ml Bottle,Acetech,1000 ml,"₹1,224",₹589,51% off,"Pack of 3, Silver, Steel",3.9,"(1,636)"
281,Oxyjal Pure 1000 ml bottle 2 250 ml Copper Glass For Dr...,Oxyjal,1000 ml,₹999,₹617,38% off,"Pack of 3, Brown, Copper",3.9,(76)
282,Cello H2O STEEL SET OF 2 SILVER 1000 ml Bottle,Cello,1000 ml,₹968,₹740,23% off,"Pack of 2, Silver, Steel",4.1,(942)
283,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
284,Milton ALIVE 750 750 ml Bottle,Milton,750 ml,₹353,₹282,20% off,"Pack of 1, Multicolor, Steel",4.1,"(1,480)"
285,Kuber Industries Stainless Steel Fridge Water Bottle/Re...,Kuber,NaN,₹999,₹649,35% off,"Pack of 3, Silver, Steel",4,"(3,916)"
286,Cello Sportigo 1000 ml Bottle,Cello,1000 ml,NaN,NaN,NaN,"Pack of 1, Orange, Plastic",4.2,"(2,566)"
287,Tuelip Set Of 2 Sports Stainless Steel Water Bottle For...,Tuelip,NaN,₹799,₹429,46% off,"Set of 2, Red, Blue",4.2,(202)
288,Cello SPORTS 900 ml,Cello,900 ml,₹344,₹298,13% off,"Blue, Orange",4.2,(389)
289,Greenchef Kiyo Thermosteel stainless steel 1000 ml Bott...,Greenchef,1000 ml,"₹1,059",₹699,33% off,"Pack of 1, Silver, Steel",4.3,"(2,624)"
290,Lion Lender Bubble shape Water bottle 1000 ml Water Bot...,Lion,1000 ml,₹699,₹395,43% off,"Set of 6, Multicolor",4.4,(30)
291,Disney DORA 600 ml Water Bottle,Disney,600 ml,NaN,₹349,NaN,"Set of 1, White",4.3,(44)
292,Jaxx Gym Shaker Bottle 400 ml Shaker,Jaxx,400 ml,₹599,₹149,75% off,"Pack of 1, Black",4.4,(484)
293,STARRY WaterBottle81 1000 ml Bottle,STARRY,1000 ml,₹499,₹239,52% off,"Pack of 1, Silver, Steel",NaN,NaN
294,My 60 Minutes Gym Shaker 500 ml Shaker,My,500 ml,₹599,₹179,70% off,"Pack of 1, Black, Plastic",3.9,"(4,478)"
295,S.Blaze Spider Gym Bottle with 2 Storage Compartments C...,S.Blaze,NaN,₹299,₹199,33% off,"Pack of 1, Green, Plastic",4,(33)
296,Bragg Organic Raw Apple Cider Vinegar,Bragg,NaN,₹699,₹545,22% off,473 ml,4.2,(842)
297,Milton Elfin-160 Thermosteel Hot & Cold Water Bottle 16...,Milton,NaN,₹475,₹352,25% off,"Pack of 1, Silver, Steel",4.1,(240)
298,Tupperware Aquasafe Square Fliptop Bottle Sf4 1000 ml B...,Tupperware,1000 ml,"₹1,220",₹799,34% off,"Pack of 4, Purple, Pink, Plastic",4.4,(633)
299,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
300,low price Profecional 250 Plastic Hair Spray Bottle 250...,low,NaN,₹299,₹120,59% off,"Pack of 1, Clear, Plastic",4.2,(25)
301,ADONAI Premium Quality Stainless Steel Fridge Leak Proo...,ADONAI,NaN,₹600,₹255,57% off,"Pack of 1, Silver, Steel",4,(476)
302,Milton Atlantis 900 ml Bottle,Milton,900 ml,₹890,₹715,19% off,"Pack of 1, Blue, Steel",4.4,(401)
303,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
304,Cello instyle 1000 ml Bottle,Cello,1000 ml,"₹1,025",₹890,13% off,"Pack of 1, Silver, Copper, Steel",4.3,(24)
305,Pigeon PLAYBOY SPORTS 700 ml Water Bottle,Pigeon,700 ml,₹495,₹260,47% off,"Set of 1, SILVER BLUE",4,(738)
306,Marvel SPIDERMAN 500 ml Water Bottle,Marvel,500 ml,NaN,₹299,NaN,"Set of 1, Multicolor",3.4,(14)
307,The Shine Store Kids 300 ml Water Bottle,The,300 ml,₹499,₹290,41% off,"Set of 1, Pink",NaN,NaN
308,Tuelip Stainless Steel Water Bottle For School Going Ki...,Tuelip,NaN,₹699,₹269,61% off,Yellow,4.1,(379)
309,SKY ENTERPRISES Copper Water Bottle 1000 ml Bottle,SKY,1000 ml,"₹1,299",₹420,67% off,"Pack of 1, Copper, Copper",NaN,NaN
310,JAIS BOY Life is A Sport Protein Shaker Bottle/Sipper B...,JAIS,NaN,₹599,₹189,68% off,"Pack of 1, Blue, Plastic",3.6,(5)
311,Fitastic Max Shaker Black 700 ml Shaker,Fitastic,700 ml,₹599,₹249,58% off,"Pack of 1, Black, PET",4.3,(650)
312,Fitkit FKSB11 Classic 700 ml Shaker,Fitkit,700 ml,₹449,₹149,66% off,"Pack of 1, Orange, Plastic",4.3,"(22,173)"
313,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,017)"
314,Head & Shoulders Smooth and Silky 2-in-1 Shampoo Men & ...,Head,NaN,₹600,₹450,25% off,650 ml,4.4,"(15,351)"
315,Tupperware Cool N Chic Bottle750 ml 750 ml Bottle,Tupperware,750 ml,₹650,₹480,26% off,"Pack of 2, Multicolor, Plastic",4.4,(372)
316,Milton 1000ML WATER BOTTLE PACK ( BPA FREE) 1000 ml Bot...,Milton,1000ML,₹270,₹195,27% off,"Pack of 6, Grey, Plastic",4.1,"(1,103)"
317,KenBerry Alpha Duke - Combo 750 ml Bottle,KenBerry,750 ml,₹990,₹595,39% off,"Pack of 2, Black, Maroon, Steel",4.4,(80)
318,Tupperware Aquasafe Eco Fliptop Bottle 2000 ml Bottle,Tupperware,2000 ml,₹830,₹618,25% off,"Pack of 2, Pink, Blue, Plastic",4.5,(296)
319,Greenchef Kiyo Thermosteel SS 500 ml Bottle,Greenchef,500 ml,₹699,₹449,35% off,"Pack of 1, Silver, Steel",4.3,(645)
320,"Cello Leak Poof Water Bottle 800 ml, Green 800 ml Shake...",Cello,800 ml,NaN,₹155,NaN,"Pack of 1, Green, Plastic",4.2,"(3,203)"
321,WOW Skin Science Apple Cider Vinegar Shampoo Men & Wome...,WOW,NaN,₹499,₹358,28% off,300 ml,4.1,"(34,899)"
322,Butterfly Eco SS 750 ml Bottle,Butterfly,750 ml,₹399,₹249,37% off,"Pack of 1, Silver, Steel",4.2,"(3,178)"
323,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
324,Milton ATLANTIS 600 Thermosteel Vaccum Insulated Hot & ...,Milton,NaN,₹648,₹599,7% off,"Pack of 1, Pink, Steel",4.4,"(3,651)"
325,Cello Sportigo 1000 ml Bottle,Cello,1000 ml,₹152,₹148,2% off,"Pack of 1, Orange, Plastic",4.2,"(2,566)"
326,Milton PRUDENT-1100 Thermosteel Hot & Cold Water Bottle...,Milton,NaN,"₹1,200","₹1,199",NaN,"Pack of 1, Pink, Blue, Steel",4.3,(696)
327,Tambra COPPER LUXURY BOTTLE 1000 ml Bottle,Tambra,1000 ml,"₹1,499",₹649,56% off,"Pack of 1, Copper, Copper",4.1,(324)
328,Milton Thermosteel Duo Dlx with handle 24 Hours Hot and...,Milton,NaN,"₹1,775","₹1,540",13% off,"Pack of 1, Steel/Chrome, Steel",4.5,(39)
329,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
330,Peppa Pig Classic 350 ml,Peppa,350 ml,NaN,₹799,NaN,Multicolor,NaN,NaN
331,KETSAAL Set Of 6 1000 ml Water Bottles,KETSAAL,1000 ml,"₹1,499",₹579,61% off,"Set of 6, Purple, Red, Yellow, Green",4.2,(26)
332,Tuelip Tuelip Sports Stainless Steel Water Bottle For S...,Tuelip,NaN,₹699,₹269,61% off,"Set of 1, Red",4,(50)
333,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
334,Tied Ribbons Plastic Water Bottles with Straw for Child...,Tied,NaN,₹859,₹399,53% off,"Set of 1, Multicolor",2,(1)
335,QUINERGYS ® Speed Spider Storage Shaker Bottle - Green ...,QUINERGYS,NaN,₹290,₹198,31% off,"Pack of 1, Green, Tritan, Plastic",4.2,(48)
336,Nike Hyperfuel Water Bottle 18Oz 530 ml Sipper,Nike,530 ml,NaN,₹990,NaN,"Pack of 1, Blue, Plastic",4.3,"(1,644)"
337,AKR Double Wall Vacuum Insulated Stainless Steel Flask ...,AKR,NaN,₹899,₹449,50% off,"Pack of 1, Blue, Tritan",4.1,(461)
338,Biotique Bio Neem Margosa Anti - Dandruff Shampoo & Con...,Biotique,NaN,₹170,₹121,28% off,180 ml,4.2,"(3,551)"
339,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,015)"
340,Milton WATER BOTTLE ( BPA FREE ) PACIFIC BLUE ( SET OF ...,Milton,NaN,₹270,₹195,27% off,"Pack of 6, Blue, PET",4.2,(239)
341,Treo Ivory Premium 1000 Fruit 1000 ml Bottle,Treo,1000 ml,₹235,₹200,14% off,"Pack of 1, Multicolor, Glass",4.2,(177)
342,Cello CRYSTAL 1000 ml Bottle,Cello,1000 ml,₹540,₹335,37% off,"Pack of 12, Blue, Black, PET",3.8,(148)
343,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
344,Milton Pride 600 500 ml Bottle,Milton,500 ml,₹775,₹659,14% off,"Pack of 1, Brown, Steel",4.8,(10)
345,Cello H2O 1 ml Bottle,Cello,1 ml,₹982,₹657,33% off,"Pack of 6, Multicolor, PET",4.5,(771)
346,Kuber Industries Stainless Steel Fridge Water Bottle/Re...,Kuber,NaN,"₹2,398",₹599,75% off,"Pack of 3, Silver, Steel",4.1,(99)
347,Milton Cutie 450 ml Water Bottles,Milton,450 ml,₹349,₹199,42% off,"Set of 2, Multicolor",3.7,(382)
348,SKI Cool Kids -600 Insulated Bottle 550 ml Water Bottle,SKI,550 ml,₹499,₹349,30% off,"Set of 1, Red",3.5,(10)
349,SNT Shaker Bottle 1000 ml 1000 ml Bottle,SNT,1000 ml,₹490,₹250,48% off,"Pack of 1, Black, Plastic",NaN,NaN
350,Tuelip Combo Sports Stainless Steel Water Bottle for Sc...,Tuelip,NaN,₹999,₹499,50% off,"Set of 2, Black, Blue",3.8,(19)
351,Tinytot Kids Series 450 ml Water Bottles,Tinytot,450 ml,₹799,₹299,62% off,"Set of 2, Multicolor",4.4,(5)
352,Nova BPA Free SH 007 Premium 700 ml Shaker,Nova,700 ml,₹999,₹185,81% off,"Pack of 1, Brown, Plastic",4.1,"(2,783)"
353,Tupperware Fliptop Bottle 750 ml Bottle,Tupperware,750 ml,"₹1,100",₹989,10% off,"Pack of 4, Yellow, Green, Blue, Red, Plastic",4.8,(9)
354,Spider Smart Protein Shaker Bottle for gym with 2 Stora...,Spider,NaN,₹699,₹189,72% off,"Pack of 1, Black, Plastic",4.1,(414)
355,Nova BPA Free SH 007 Premium 700 ml Shaker,Nova,700 ml,₹999,₹185,81% off,"Pack of 1, Black, Plastic",4.3,(72)
356,Epson C13T00V198 Black Ink Bottle,Epson,NaN,NaN,₹309,NaN,NaN,4.3,(74)
357,UNICOP Pure Copper High Quality Hammer Style Bottle For...,UNICOP,NaN,₹951,₹440,53% off,"Pack of 1, Brown, Copper",4,(51)
358,Tupperware Aquasafe Bottle 1000 ml Bottle,Tupperware,1000 ml,"₹1,100",₹818,25% off,"Pack of 4, Multicolor, Plastic",4.6,(52)
359,Milton Thermosteel duo dlx 1000 1000 ml Bottle,Milton,1000 ml,"₹1,200",₹999,16% off,"Pack of 1, Steel/Chrome, Steel",4.5,"(4,182)"
360,ADIDAS TRAINING PERF BOTTLE 750ML 750 ml Sipper,ADIDAS,750ML,₹599,₹569,5% off,"Pack of 1, White, Plastic",4.3,(14)
361,SPIDER BOTTLE Protein Shaker Bottle for gym with 2 Stor...,SPIDER,NaN,₹299,₹199,33% off,"Pack of 1, Red, Plastic",4.5,(6)
362,Maison & Cuisine Cold beverages with Straw Crushed Ice ...,Maison,NaN,₹999,₹445,55% off,"Pack of 1, White, Plastic",4.5,(34)
